,theta,size_r,r,stp_size,stp_pos_y,p,t_p,x0,y0,x1,y1,rt,response,soa,name,sex,age,distance
80,135,0.45,10,0.5,-3,96.92578125,0.7194844000041485,0.06867187500000001,-2.97578125,-7.073203125000001,4.234765625,0.5827000999997836,hit,0.2,a,a,a,50
81,135,0.3,10,0.5,-3,89.486328125,0.7068698000221048,0.183125,-2.93,-7.09609375,4.1203125,0.8477752000035252,hit,0.1,a,a,a,50
82,45,0.9,10,0.5,-3,95.35205078125,0.802138200000627,-0.183125,-3.2504687500000005,6.706953125,3.98296875,0.7474398000049405,hit,0.1,a,a,a,50
83,135,0.3,10,0.5,-3,98.49951171875,0.7374315999913961,0.13734375000000001,-3.2733593750000005,-7.073203125000001,3.98296875,0.6151831000170205,hit,0.3,a,a,a,50
84,135,0.3,10,0.5,-3,93.06298828125,0.6531367999850772,0.20601562499999998,-3.2962499999999997,-7.073203125000001,4.143203125,0.8979621000180487,hit,0.1,a,a,a,50
85,135,0.75,10,0.5,-3,97.2119140625,0.6191628999949899,-0.114453125,-2.861328125,-7.004531250000001,3.9371875000000003,0.5826009000011254,hit,0.2,a,a,a,50
86,45,0.6,10,0.5,-3,84.76513671875,0.5865329000225756,0.297578125,-3.0215625,7.0503124999999995,4.16609375,0.5473979999951553,hit,0.2,a,a,a,50
87,135,0.6,10,0.5,-3,94.20751953125,0.8526974999986123,0.0915625,-2.952890625,-7.141875000000001,4.16609375,0.5317091000033543,hit,0.2,a,a,a,50
88,135,0.3,10,0.5,-3,93.77832031250001,0.6373016000143252,-0.04578125,-3.2962499999999997,-6.91296875,3.8456250000000005,0.6485189000086393,hit,0.3,a,a,a,50
89,135,0.75,10,0.5,-3,91.91845703125,0.5862829000107013,0.114453125,-3.227578125,-6.935859375,4.074531250000001,0.7003673000144772,hit,0.1,a,a,a,50
