,theta,size_r,r,stp_size,stp_pos_y,p,t_p,x0,y0,x1,y1,rt,response,soa,name,sex,age,distance
20,135,0.3,10,0.5,-4,88.77099609375,0.6868579000001773,-0.0915625,-4.143203125,-7.027421875,3.2504687500000005,0.6134072999702767,hit,0.2,a,a,a,50
21,45,0.75,10,0.5,-4,92.77685546875001,0.9871491000521928,0.32046874999999997,-3.776953125,7.118984375000001,3.1360156249999998,0.6802388000069186,hit,0.3,a,a,a,50
22,135,0.3,10,0.5,-4,30.11376953125,1.0240330999949947,0.22890625,-3.8685156249999997,0.22890625,-3.8685156249999997,0.7121811000397429,no_response,0.1,a,a,a,50
23,45,0.9,10,0.5,-4,86.9111328125,0.6700355000793934,0.22890625,-3.89140625,7.09609375,3.113125,0.6291408999823034,hit,0.2,a,a,a,50
24,135,0.6,10,0.5,-4,83.62060546875,0.73558109998703,0.114453125,-4.051640625,-7.0503124999999995,2.97578125,0.6303101999219507,hit,0.2,a,a,a,50
25,45,0.9,10,0.5,-4,87.34033203125,0.6867226000176743,0.04578125,-3.8227343750000005,6.729843750000001,2.6553125,0.680070300004445,hit,0.3,a,a,a,50
26,135,0.75,10,0.5,-4,80.90234375,0.5872264000354335,-0.13734375000000001,-4.188984375,-6.844296875,2.6553125,0.6486138999462128,hit,0.1,a,a,a,50
27,135,0.15,10,0.5,-4,17.953125000000004,0.8538191999541596,0.06867187500000001,-3.9600781250000003,-7.118984375000001,2.93,0.6638834999175742,hit,0.1,a,a,a,50
28,45,0.3,10,0.5,-4,83.62060546875,0.6049146000295877,-0.13734375000000001,-3.9600781250000003,-0.13734375000000001,-3.9600781250000003,0.7129218999762088,no_response,0.1,a,a,a,50
29,45,0.15,10,0.5,-4,20.242187499999996,0.9217559000244364,0.343359375,-3.776953125,0.343359375,-3.776953125,0.7123957000439987,no_response,0.1,a,a,a,50
30,45,0.9,10,0.5,-4,87.76953125,0.654382000095211,0.06867187500000001,-3.776953125,7.325,2.70109375,0.6129325000802055,hit,0.1,a,a,a,50
31,135,0.75,10,0.5,-4,79.61474609375,0.736180100007914,0.183125,-4.074531250000001,-6.8900781250000005,3.1589062500000002,0.6638600999722257,hit,0.2,a,a,a,50
32,45,0.3,10,0.5,-4,18.954589843749996,0.9525101000908762,0.48070312500000006,-4.051640625,0.48070312500000006,-4.051640625,0.7121474000159651,no_response,0.3,a,a,a,50
33,135,0.3,10,0.5,-4,26.96630859375,0.8515514000318944,0.36625,-4.1203125,-7.210546875,3.2046875,0.6975932999048382,hit,0.3,a,a,a,50
34,45,0.45,10,0.5,-4,64.87890625,0.9859051000094041,0.0,-3.8227343750000005,0.0,-3.8227343750000005,0.7129598000319675,no_response,0.1,a,a,a,50
35,135,0.45,10,0.5,-4,73.60595703125,0.7039736000588164,-0.16023437499999998,-4.25765625,-7.210546875,3.2504687500000005,0.6641276999143884,hit,0.2,a,a,a,50
36,135,0.9,10,0.5,-4,85.7666015625,0.9202885000267997,0.183125,-3.98296875,-6.981640625,3.090234375,0.5976063999114558,hit,0.2,a,a,a,50
37,135,0.75,10,0.5,-4,28.826171874999996,0.8535667000105605,-0.0915625,-4.1203125,-6.91296875,3.1589062500000002,0.5465107000200078,hit,0.2,a,a,a,50
38,45,0.15,10,0.5,-4,10.513671874999996,0.9875297999242321,0.022890625,-4.051640625,0.022890625,-4.051640625,0.7130347000202164,no_response,0.3,a,a,a,50
39,135,0.75,10,0.5,-4,87.91259765625,0.8019845000235364,-0.297578125,-3.8456250000000005,-6.82140625,2.723984375,0.5143955999519676,hit,0.3,a,a,a,50
40,45,0.15,10,0.5,-4,18.525390625,0.8874938000226393,0.022890625,-3.8227343750000005,7.233437500000001,3.1589062500000002,0.6966210000682622,miss,0.2,a,a,a,50
41,45,0.45,10,0.5,-4,85.7666015625,0.8541740000946447,-0.114453125,-4.1203125,7.027421875,2.9986718750000003,0.614563399925828,hit,0.3,a,a,a,50
42,45,0.75,10,0.5,-4,75.32275390625,0.8364134000148624,0.0915625,-3.7540625,6.844296875,2.723984375,0.6630844000028446,hit,0.1,a,a,a,50
43,45,0.9,10,0.5,-4,87.76953125,0.9875779999420047,-0.13734375000000001,-3.98296875,6.95875,3.2046875,0.6121870999922976,hit,0.1,a,a,a,50
44,135,0.15,10,0.5,-4,15.80712890625,0.8702186999144033,0.0915625,-4.143203125,0.0915625,-4.143203125,0.7133361999876797,no_response,0.1,a,a,a,50
45,45,0.45,10,0.5,-4,84.47900390625,0.6593268000287935,0.06867187500000001,-3.9371875000000003,0.06867187500000001,-3.9371875000000003,0.7133327999617904,no_response,0.3,a,a,a,50
46,135,0.6,10,0.5,-4,80.0439453125,0.7845973999937996,0.36625,-3.8227343750000005,-7.164765624999999,3.2962499999999997,0.6640625,hit,0.2,a,a,a,50
47,135,0.9,10,0.5,-4,81.90380859375,0.8363088000332937,0.022890625,-3.8685156249999997,-6.8900781250000005,2.93,0.5460964000085369,hit,0.3,a,a,a,50
48,135,0.9,10,0.5,-4,86.3388671875,1.3023994999239221,0.4578125,-4.188984375,-7.09609375,3.1589062500000002,0.612910799914971,hit,0.1,a,a,a,50
49,45,0.45,10,0.5,-4,84.908203125,0.5370061999419704,0.0,-4.0287500000000005,0.0,-4.0287500000000005,0.7130877999588847,no_response,0.3,a,a,a,50
50,45,0.3,10,0.5,-4,28.396972656249996,1.6870909000281245,0.183125,-3.70828125,0.183125,-3.70828125,0.7132498000282794,no_response,0.1,a,a,a,50
51,135,0.9,10,0.5,-4,77.7548828125,0.6870456000324339,-0.022890625,-4.234765625,-6.569609375000001,2.97578125,0.6476695999735966,hit,0.2,a,a,a,50
52,135,0.3,10,0.5,-4,20.242187499999996,0.8032889000605792,0.114453125,-3.8227343750000005,-7.37078125,3.2046875,0.7133809999795631,no_response,0.2,a,a,a,50
53,45,0.9,10,0.5,-4,79.90087890625,0.6864765998907387,0.0,-4.188984375,0.0,-4.188984375,0.7130762999877334,no_response,0.1,a,a,a,50
54,135,0.6,10,0.5,-4,77.46875,0.8546100000385195,0.06867187500000001,-4.1203125,-6.844296875,2.70109375,0.5631901000160724,hit,0.2,a,a,a,50
55,135,0.45,10,0.5,-4,19.669921874999996,1.054155399906449,0.16023437499999998,-3.9600781250000003,-7.09609375,3.2504687500000005,0.6136060999706388,hit,0.2,a,a,a,50
56,45,0.75,10,0.5,-4,89.2001953125,0.6871499000117183,-0.0915625,-4.0287500000000005,6.4780468749999995,2.88421875,0.5133301999885589,hit,0.3,a,a,a,50
57,135,0.45,10,0.5,-4,12.23046875,0.8713389999466017,-0.389140625,-3.776953125,-7.27921875,3.319140625,0.5804390999255702,hit,0.2,a,a,a,50
58,135,0.75,10,0.5,-4,85.1943359375,2.16891210002359,0.32046874999999997,-3.8456250000000005,-7.09609375,3.06734375,0.6291318000294268,hit,0.1,a,a,a,50
59,135,0.6,10,0.5,-4,78.041015625,0.7516812999965623,0.04578125,-4.211875,-7.118984375000001,2.97578125,0.5970513999927789,hit,0.2,a,a,a,50
60,45,0.6,10,0.5,-4,82.046875,0.7059052999829873,0.0,-4.074531250000001,0.0,-4.074531250000001,0.7134450000012293,no_response,0.1,a,a,a,50
61,45,0.15,10,0.5,-4,81.04541015625,0.7030901999678463,-0.27468750000000003,-3.7540625,-0.27468750000000003,-3.7540625,0.7128843000391498,no_response,0.1,a,a,a,50
62,135,0.45,10,0.5,-4,85.90966796875,1.5524669999722391,-0.20601562499999998,-4.326328125,-6.775625000000001,3.479375,0.6137140000937507,miss,0.2,a,a,a,50
63,45,0.45,10,0.5,-4,36.12255859375,1.1036119000054896,0.114453125,-3.79984375,7.439453125,2.93,0.6801249999552965,hit,0.3,a,a,a,50
64,45,0.3,10,0.5,-4,19.240722656249996,3.2873378000222147,0.06867187500000001,-3.8456250000000005,7.233437500000001,3.1589062500000002,0.7135624999646097,hit,0.3,a,a,a,50
65,45,0.6,10,0.5,-4,85.7666015625,0.8881466001039371,0.04578125,-3.6625,7.2563281250000005,3.319140625,0.7140768999233842,hit,0.3,a,a,a,50
66,45,0.6,10,0.5,-4,81.33154296875,1.086161799961701,0.04578125,-4.143203125,0.04578125,-4.143203125,0.7137831000145525,no_response,0.3,a,a,a,50
67,135,0.9,10,0.5,-4,100.0,0.8043156999628991,-0.183125,-3.9142968750000002,-7.09609375,2.93,0.6121730998856947,hit,0.3,a,a,a,50
68,45,0.75,10,0.5,-4,88.9140625,1.1757092999760062,0.27468750000000003,-3.7311718750000002,6.8900781250000005,2.9986718750000003,0.5803042000625283,hit,0.2,a,a,a,50
69,135,0.6,10,0.5,-4,72.0322265625,0.8698902999749407,-0.06867187500000001,-4.280546875000001,-7.0503124999999995,3.410703125,0.6306534999748692,hit,0.3,a,a,a,50
70,45,0.15,10,0.5,-4,26.68017578125,1.402696599951014,0.022890625,-4.0287500000000005,0.022890625,-4.0287500000000005,0.7132978000445291,no_response,0.1,a,a,a,50
71,45,0.3,10,0.5,-4,21.529785156250004,1.5715163999702781,0.0,-3.8456250000000005,6.95875,3.1589062500000002,0.6627490000100806,hit,0.2,a,a,a,50
